id_loja|tipo_loja|cidade|estado|rua|bairro_distrito|venda
4237882399424578017|TIPO 7|SALVADOR|BA|AV CENTENARIO,2992,|BARRA|101261.75
5477906936026339773|TIPO 6|PORTO ALEGRE|RS|R MAL FLORIANO PEIXOTO,333,|CENTRO|100000.0
9190086457870486035|TIPO 6|PORTO ALEGRE|RS|R MUCIO TEIXEIRA,680,|MENINO DEUS|100000.0
5012100374915178649|TIPO 6|PORTO ALEGRE|RS|R CEL BORDINI,530,|AUXILIADORA|100000.0
4393785360193272019|TIPO 6|PORTO ALEGRE|RS|AV CRISTOVAO COLOMBO,1271,|FLORESTA|100000.0
4233870356777317956|TIPO 6|PORTO ALEGRE|RS|AV JUCA BATISTA,925,|IPANEMA|130000.0
1017148536867060127|TIPO 6|PORTO ALEGRE|RS|AV CAVALHADA,3621,|CAVALHADA|150000.0
5627456307516054870|TIPO 6|PORTO ALEGRE|RS|AV JUCA BATISTA,4255,|HIPICA|100000.0
9055860543086857725|TIPO 5|BRASILIA|DF|AV DAS CASTANHEIRAS,SN,LT3700 BLHIP|AGUAS CLARAS|100000.0
7582015174338202100|TIPO 2|CURITIBA|PR|AV PRESIDENTE WENCESLAU BRAZ,1172,|LINDOIA|99035.74
1537697674305084526|TIPO 2|SALVADOR|BA|AVENIDA TANCREDO NEVES,3413,|CAMINHO DAS ARVORES|97807.41
3119161510176503391|TIPO 6|BRASILIA|DF|SHCES QD 811 LT 1 E 2 BL A E B,SN,|CRUZEIRO NOVO|97546.45
123358488374584458|TIPO 6|GUARULHOS|SP|AV SAO PAULO,299,|J TRANQUILIDADE|96883.04
3051592616905958417|TIPO 2|BRASILIA|DF|SMAS,SN,LJ2 CONJ 5 PAVMTO1 TRC 3|ZONA INDUSTRIAL GUARA|96458.47
1685584358269984132|TIPO 7|BRASILIA|DF|COM N QD 5 BL A SN LJ 200N 1 SS,SN,|ASA NORTE|94641.84
4897639848170787715|TIPO 2|CURITIBA|PR|R FRANCISCO DEROSSO,2973,|XAXIM|94423.34
6533203607754525038|TIPO 6|PORTO ALEGRE|RS|AV DO FORTE,1396,|VILA IPIRANGA|93374.52
8074053894069552520|TIPO 7|PORTO ALEGRE|RS|AV JOAO WALLIG,1800,|PASSO DA AREIA|92755.48
2320582414280464541|TIPO 6|CURITIBA|PR|R PROF FRANCISCO ZARDO,58,|SANTA FELICIDADE|92296.01
5018332464753161991|TIPO 7|SALVADOR|BA|R CONSELHEIRO JUNQUEIRA AYRES,165,|BARRIS|92271.33
8050299484935751922|TIPO 7|CAMPINAS|SP|AV GUILHERME CAMPOS,500,|JARDIM SANTA GENEBRA|91544.63
8107183262028589363|TIPO 6|GUARULHOS|SP|R CLAUDINO BARBOSA,970,|MACEDO|91538.21
5103097334278060101|TIPO 2|BRASILIA|DF|A CNN 1 BL L K,SN,L K|CEILANDIA|90232.55
5500280308790061515|TIPO 7|FORTALEZA|CE|AV LINEU MACHADO,419,|JOQUEI CLUBE|90200.82
83698234456451456|TIPO 6|CURITIBA|PR|AV MANOEL RIBAS,1396,|MERCES|90169.97
2572932530483550630|TIPO 5|GOIANIA|GO|AVENIDA VILLE,SN,|SETOR TRES MARIAS I|90000.0
7922342365779879415|TIPO 7|CURITIBA|PR|R EBANO PEREIRA,67,|CENTRO|89870.58
7720695374333748721|TIPO 5|FORTALEZA|CE|SENADOR FERNANDES TAVORA,SN,|DOM LUSTOSA|83460.43
8535713708272697041|TIPO 6|CURITIBA|PR|RUA MATEUS LEME,4556,|SAO LOURENCO|88468.55
9125951959970387892|TIPO 6|PORTO ALEGRE|RS|AV SAO PEDRO,512,|NAVEGANTES|88135.98
1538626799158036109|TIPO 7|FORTALEZA|CE|AV BEZERRA DE MENEZES,2450,|PRESIDENTE KENNEDY|88134.87
7514426666280989084|TIPO 6|PORTO ALEGRE|RS|AV CRISTOVAO COLOMBO,1980,|FLORESTA|87816.51
6934389475102583871|TIPO 7|BRASILIA|DF|SMAS ST DE AREAS ISOLADAS SE,SN,|ZONA INDUSTRIAL|87542.39
2883524345885650180|TIPO 7|GOIANIA|GO|AV  DEP JAMEL CECILIO,3300,|JARDIM GOIAS|87349.69
4321979650694626757|TIPO 3|GUARULHOS|SP|R PADRE CELESTINO,400,|CENTRO|86453.99
5524851853233032912|TIPO 7|SALVADOR|BA|ROD BA 526,305,|CASSANGE|86233.37
2311147744892383466|TIPO 6|CAMPINAS|SP|AV DAS AMOREIRAS,3033,BL B|JARDIM DO LAGO|86176.68
1524178341069266583|TIPO 6|CAMPINAS|SP|RUA MARIO SIQUEIRA,221,|BOTAFOGO|85788.11
5875689902576514088|TIPO 6|CURITIBA|PR|AV COMENDADOR FRANCO,4160,|JARDIM DAS AMERICAS|85564.22
6618624525655704354|TIPO 6|GUARULHOS|SP|AV DOUTOR EMILIO RIBAS,2272,|JD VILA GALVAO|85323.86
9013902643630464596|TIPO 6|GUARULHOS|SP|R OTAVIO BRAGA DE MESQUITA,1450,|VILA BARROS|85142.63
2425052732328179374|TIPO 2|CURITIBA|PR|R CANADA,1889,|BOA VISTA|84547.54
3379234522819251050|TIPO 6|GOIANIA|GO|AV CONTORNO,325,|CENTRO|84367.12
6324607411343391464|TIPO 6|GOIANIA|GO|AV C205,22,QD 31 LT 02 20|JARDIM AMERICA|83308.0
1059739418909081679|TIPO 2|GUARULHOS|SP|AV PEDRO DE SOUZA LOPES,900,|VILA GALVAO|83296.89
4455506224103054836|TIPO 6|SALVADOR|BA|RUA CEARA,339,|PITUBA|83219.63
2460020377403876269|TIPO 6|CURITIBA|PR|AV MAL FLORIANO PEIXOTO,6400,TER|HAUER|83069.02
2253164204803686625|TIPO 2|CAMPINAS|SP|R PE JOSE DE QUADROS,244,|PARQUE INDUSTRIAL|82718.27
4105445256209017064|TIPO 6|CURITIBA|PR|AV SENADOR SALGADO FILHO, 4487,|UBERABA|80310.41
5164454518800284637|TIPO 5|GOIANIA|GO|RUA DOS ESPORTES,300,|CHACARAS MANSOES ROSAS DE OURO|80000.0
7698565673957987405|TIPO 6|CURITIBA|PR|RUA ARQUIMEDES CRUZ,85,|JARDIM SOCIAL|79874.32
4910568975991407221|TIPO 6|CURITIBA|PR|AV ANITA GARIBALDI,1729,|AHU|79864.89
5053290203315065576|TIPO 3|SALVADOR|BA|AV ANTONIO CARLOS MAGALHAES,3410,|PITUBA|79774.6
4542271074478236828|TIPO 7|CAMPINAS|SP|AV AV IGUATEMI,777,|VILA BRANDINA|79645.4
30113490791797217|TIPO 7|BRASILIA|DF|NM 34 AREA ESPECIAL 1TE LJ 113,SN,|TAGUATINGA NORTE|79566.12
2438870601378973384|TIPO 6|PORTO ALEGRE|RS|R VOLUNTARIOS DA PATRIA,282,|CENTRO|79512.98
8857224770865374866|TIPO 2|FORTALEZA|CE|AV GENERAL OSORIO DE PAIVA,2250,|VILA PERI|79111.29
7998507180197097617|TIPO 2|SALVADOR|BA|AV AFRANIO PEIXOTO,SN,|PARIPE|79007.21
6950418915526127427|TIPO 7|CURITIBA|PR|AV CANDIDO DE ABREU,127,|CENTRO CIVICO|78625.18
2099352428072220967|TIPO 6|CURITIBA|PR|AV CANDIDO HARTMANN,1580,|MERCES|78561.96
8782146637502901445|TIPO 2|GUARULHOS|SP|AV SALGADO FILHO,1800,|CENTRO|78055.94
6867366414747663225|TIPO 1|FORTALEZA|CE|AV DUQUE DE CAXIAS,425,|CENTRO|77894.0
3781064608884835813|TIPO 6|CURITIBA|PR|ROD BR CENTO E DEZESSEIS,13807,|HAUER|77823.53
7864854541575249915|TIPO 6|GUARULHOS|SP|AV PAULO FACCINI,240,|MACEDO|77604.49
8467249358650209088|TIPO 2|GUARULHOS|SP|EST PRES JUCELINO KUBITSCHECK,SN,|JARDIM DOS PIMENTAS|77542.86
9132160823147555852|TIPO 2|SALVADOR|BA|R COQUEIRO GRANDE,614,|CAJAZEIRAS|76534.54
7651110146222129095|TIPO 7|CURITIBA|PR|AV SETE DE SETEMBRO,2775,|REBOUCAS|76135.73
3548582896959558126|TIPO 6|SALVADOR|BA|AV JORGE AMADO,980,|IMBUI|75889.88
986441239340310185|TIPO 2|SALVADOR|BA|AV VASCO DA GAMA,4049,LJ FEDERACAO|FEDERACAO|75771.32
7335732641690675285|TIPO 6|BRASILIA|DF|SHCES QUADRA,1101,LOTE 08|CRUZEIRO NOVO|75179.13
1281319109199329275|TIPO 2|CURITIBA|PR|ROD RODOVIA BR116,3041,|BAIRRO ALTO|75141.69
8721581045562957305|TIPO 2|GUARULHOS|SP|RUA BELA VISTA DO PARAISO,1901,|JARDIM PRESIDENTE DUTRA|74894.26
6621134453815083487|TIPO 7|BRASILIA|DF|210 QD S01 L 40 LJ 2006 A 2010,SN,|AREAL|74684.2
7660712479383484770|TIPO 2|SALVADOR|BA|AV SAO CRISTOVAO,301,|SAO CRISTOVAO|74610.83
2644772963459985759|TIPO 6|CAMPINAS|SP|AV JOHN BOYD DUNLOP,3900,|JARDIM IPAUSSURAMA|73620.89
1590391288492436028|TIPO 7|PORTO ALEGRE|RS|AV PRAIA DE BELAS,1181,|PRAIA DE BELAS|72564.01
6796399061439296070|TIPO 3|CURITIBA|PR|ROD CURITIBA PONTA GROSSA BR277,65,|MOSSUNGUE|72477.89
1421142421559958147|TIPO 2|BRASILIA|DF|HOSPITALAR,SN,LOTE 54|RECANTO DAS EMAS|72131.29
2336999134433454458|TIPO 7|CURITIBA|PR|R BRIGADEIRO FRANCO,2300,|CENTRO|71622.82
4313214656602425325|TIPO 7|SALVADOR|BA|AV LUIS VIANA FILHO,8544,|PATAMARES|71442.58
8544183060753170825|TIPO 7|FORTALEZA|CE|R DES LAURO NOGUEIRA,1500,|PAPICU|70230.33
7869660433890516389|TIPO 6|CAMPINAS|SP|AVENIDA ALMEIDA GARRET,1881,|PARQUE TAGUARAL|70196.81
2174094992053133539|TIPO 6|PORTO ALEGRE|RS|R CEL APARICIO BORGES,250,|GLORIA|70000.0
1945880337973179884|TIPO 7|BRASILIA|DF|COM S QD 7 BL ALJ 9 1 SUBS,SN,|ASA SUL|69794.33
805397335148328618|TIPO 6|GUARULHOS|SP|R NOVA ALIANCA DO IVAI,151,|VILA RENATA|69588.13
3253888531903139885|TIPO 2|SALVADOR|BA|AV VASCO DA GAMA,000437,TODO IMOVEL|ENGENHO VELHO DE BROTAS|69465.98
7834161285823735277|TIPO 2|CURITIBA|PR|AV VER TOALDO TULIO,2780,|STA FELICIDADE|69342.14
761189881773261829|TIPO 6|CURITIBA|PR|R DES ANTONIO DE PAULA,2765,TERREO|BOQUEIRAO|69220.74
2699542974178280453|TIPO 2|CURITIBA|PR|AV PRE ARTHUR SILVA BERNARDES,1250,|PORTAO|69178.43
4680684029214842789|TIPO 5|CURITIBA|PR|ROD BR 116,14397,KM 102|FANNY|69040.55
7062192201457163880|TIPO 8|GUARULHOS|SP|ROD HELIO SMIDT,SN,TERMINAL 2|AEROPORTO|68975.99
8442679150132461979|TIPO 7|PORTO ALEGRE|RS|AV DIARIO DE NOTICIAS 300 LOJA 1049|CRISTAL|68795.76
2610218451096047196|TIPO 2|BRASILIA|DF|SDE SETOR M NORTE,SN,QD1CJ A LT1|TAGUATINGA|67632.4
9121805780394092426|TIPO 7|SALVADOR|BA|R PORTAO DA PIEDADE,155,|BARRIS|67484.89
3447745009596552121|TIPO 3|BRASILIA|DF|SETOR NORTE,SN,CONJUNTO 1|ASA NORTE|67239.74
5804552559605525377|TIPO 6|PORTO ALEGRE|RS|AV DIARIO DE NOTICIAS,500,|CRISTAL|67157.16
4176074174965739778|TIPO 6|BRASILIA|DF|AV DAS CASTANHEIRAS LT,820,LJ 12|AGUAS CLARAS|67029.99
6206351017276141548|TIPO 2|SALVADOR|BA|EST DAS BARREIRAS,SN,|BARREIRAS|66871.94
5922977950224776253|TIPO 2|FORTALEZA|CE|AV WASHINGTON SOARES,5657,|EDSON QUEIROZ|66791.79
7405085006695679684|TIPO 2|GOIANIA|GO|AVENIDA INDEPENDENCIA,4950,|SETOR CENTRAL|66194.08
2661184593330459952|TIPO 6|CURITIBA|PR|R MAE CARLOS FRANK,2812,TERREO|BOQUEIRAO|65972.91
1023550468073061366|TIPO 6|SALVADOR|BA|R ARTHUR DE AZEVEDO MACHADO,3443,|COSTA AZUL|65207.22
6686075651080367644|TIPO 7|CAMPINAS|SP|AV JOHN BOYD DUNLOP,3900,|JARDIM IPAUSSURAMA|65063.64
6648995821956506390|TIPO 5|BRASILIA|DF|12 CHACARA 315,SN, LT1 LJ2|SETOR HABITACIONAL VICENTE PIRES|65000.0
8558566899007890428|TIPO 2|CURITIBA|PR|R WINSTON CHURCHILL,1734,|PINHEIRINHO|84884.88
4822443676235322473|TIPO 2|SALVADOR|BA|ESTRADA DE CAMPINAS,334,|SAO CAETANO|64823.9
2995108818823406984|TIPO 7|PORTO ALEGRE|RS|R DR FLORES,87,|CENTRO HISTORICO|64314.12
2582561334999923685|TIPO 6|SALVADOR|BA|R ANISIO TEIXEIRA,347,|ITAIGARA|64294.12
1865946419490439009|TIPO 2|SALVADOR|BA|VIA BRONZE,SN,|NOVA BRASLIA DE VALRIA|63729.03
2222063225512655005|TIPO 7|FORTALEZA|CE|AV SARGENTO HERMINIO SAMPAIO,3100,|PRESIDENTE KENNEDY|63664.45
6226662770493148535|TIPO 6|GUARULHOS|SP|R DEPUTADO ULISSES GUIMARAES,65,|TABOAO|63644.11
1527398784438543185|TIPO 2|SALVADOR|BA|R PROF PLINIO GARCEZ DE SENA,1240,|MUSSURUNGA|63404.23
8596926403750967130|TIPO 6|GUARULHOS|SP|AV PAPA JOAO PAULO I,3301,|PQ SAO LUIZ|63369.19
4496530395291253293|TIPO 6|SALVADOR|BA|AV ANTONIO C MAGALHAES,SN,|PITUBA|63293.13
1883692853363883603|TIPO 6|BRASILIA|DF|QN 201,SN,CONJ 01 LOTES 3 4 E 5|SAMAMBAIA NORTE|63232.88
6792581578383917675|TIPO 6|GUARULHOS|SP|AV GUARULHOS,1514,|VILA AUGUSTA|63225.67
4505100987627745847|TIPO 6|CAMPINAS|SP|R DOM ALUISIO LORCHEIDER,225,BL B|CONJUNTO HABITACIONAL PADRE ANCHIET|63147.58
5910366014061865013|TIPO 2|SALVADOR|BA|R ABELARDO ANDRADE DE CARVALHO,SN,|BOCA DO RIO|62993.2
8302473230178294914|TIPO 2|CURITIBA|PR|R MARECHAL FLORIANO PEIXOTO,10520,|BOQUEIRAO|62484.08
4366522016798182259|TIPO 2|GOIANIA|GO|AVENIDA PERIMETRAL NORTE,3231,|SET EMPRESARIAL|62378.02
5429434433806086253|TIPO 6|GUARULHOS|SP|AV RIO DE JANEIRO,845,|BAIRRO DOS MORROS|62078.72
2284140479386895431|TIPO 6|CURITIBA|PR|JOSE VLLE,525,|SANTA FELICIDADE|61960.74
3222127969603355145|TIPO 2|SALVADOR|BA|R LUIZ REGIS PACHECO,2,|URUGUAI|61958.07
4818837827309459448|TIPO 7|GOIANIA|GO|R  44,399,|SETOR CENTRAL|61788.75
2744239160518280405|TIPO 2|SALVADOR|BA|R GENARO DE CARVALHO,150,|CASTELO BRANCO|61778.22
1909289828239408758|TIPO 2|SALVADOR|BA|R GENARO DE CARVALHO,516,|JARDIM CAJAZEIRAS|61728.15
6209956031576299606|TIPO 6|CURITIBA|PR|R EUNICE BETTINI BARTOSZECK,1990,|UBERABA|61670.33
6958493554790987433|TIPO 2|SALVADOR|BA|AV AFRANIO PEIXOTO,3913,|LOBATO|61604.67
8680967912223741539|TIPO 2|SALVADOR|BA|AV TIRADENTES, 88,|CAMINHO DE AREIA|61566.39
3165584272045756377|TIPO 6|GOIANIA|GO|AV NAPOLI,500,QD 1 LT AREA LUC 39|RESIDENCIAL ELDORADO|61550.67
1608766894862819060|TIPO 6|GUARULHOS|SP|AVENIDA JOSE BRUMATTI,3528,|JARDIM IV CENTENARIO|61252.06
6817580711516305122|TIPO 2|FORTALEZA|CE|ENGENHEIRO SANTANA JUNIOR,00999,LJ|PAPICU|60489.95
5777297543694132376|TIPO 6|PORTO ALEGRE|RS|AV MARTIM FELIX BERTA,1950,|MARIO QUINTANA|60110.19
690499996302849681|TIPO 6|PORTO ALEGRE|RS|AV PANAMERICANA,240,|JARDIM LINDOIA|60000.0
8177158614826252541|TIPO 6|BRASILIA|DF|SHC NORTE EQ ,504 505,|ASA NORTE|59759.75
994553059917217610|TIPO 6|BRASILIA|DF|A COMPLEMENTAR,200,CJ C LT 2 LT|SANTA MARIA|59456.77
1628161159267967037|TIPO 6|SALVADOR|BA|AV LUIS VIANA,7876,|ALPHAVILLE I|59433.88
1695458708846677021|TIPO 2|SALVADOR|BA|AV OCT MANGABEIRA,SN,|PIATA|59077.68
5167112431034563836|TIPO 6|CURITIBA|PR|R TIJUCAS DO SUL,1501,TERREO|SITIO CERCADO|57829.01
6532538787876308537|TIPO 2|SALVADOR|BA|AV ANTONIO C MAGALHAES,1400,LJ 5|LUIZ ANSELMO|57722.55
7873645274556782748|TIPO 2|SALVADOR|BA|RUA FREDERICO COSTA,146,|PERIPERI|56979.41
2391925090832125103|TIPO 3|BRASILIA|DF|SIA/SUL TRECHO 16 LOTE 05 BL B,SN,|GUARA|56796.43
9132270788208193315|TIPO 6|GOIANIA|GO|R S 1,1015,QUADRA S1A LOTE 01 16|ST BELA VISTA|56578.4
3776381596560735381|TIPO 7|FORTALEZA|CE|R CARAPINIMA,2200,|BENFICA|56537.9
3317985262639052821|TIPO 6|GUARULHOS|SP|ROD PRESIDENTE DUTRA,SN,KM 230|CENTRO|56226.08
7343195285035770357|TIPO 6|GUARULHOS|SP|R MARINOPOLIS,900,|JARDIM PRESIDENTE DUTRA|55751.29
3374281176958985075|TIPO 2|SALVADOR|BA|RUA DO SALETE,30,|BARRIS|55622.01
58669565077912438|TIPO 5|GUARULHOS|SP|R LUIZ FACCINI,308,|CENTRO|55496.0
7013171815186050526|TIPO 6|GUARULHOS|SP|EST PRES JUSC K DE OLIVEIRA,37,B|JARDIM DOS PIMENTAS|55286.0
8429275418460641693|TIPO 9|SALVADOR|BA|AV TANCREDO NEVES,3133, SAL SH 2065|CAMINHO DAS ARVORES|55015.83
3310431096716737474|TIPO 6|CURITIBA|PR|R MARTIM AFONSO,2188,|BIGORRILHO|54821.91
7776983477286637824|TIPO 1|CURITIBA|PR|R BOM JESUS DO IGUAPE,4723,|BOQUEIRAO|54652.33
8157430714356189956|TIPO 6|BRASILIA|DF|AV RECANTO DAS EMAS,SN,|RECANTO DAS EMAS|54599.87
26726430636527056|TIPO 2|BRASILIA|DF|AV AE 2 PARA INDUSTRIA LT 7,SN,|SOBRADINHO|54496.28
2927365605961956225|TIPO 2|SALVADOR|BA|AV TANCREDO NEVES,3290,|PERNAMBUES|53925.63
2669201029581042920|TIPO 6|CURITIBA|PR|RUA URIEL NOGUEIRA DOS SANTOS,632,|CAMPO DO SANTANA|53615.7
5081033475231924649|TIPO 7|BRASILIA|DF|SCS QD 4 BLOCO A LJ 48,SN,|ASA SUL|53472.76
6539588958195734405|TIPO 2|SALVADOR|BA|R VEREADOR ZEZEU RIBEIRO,111,|BOCA DA MATA|53379.95
6119369163071394341|TIPO 2|SALVADOR|BA|AV ANTONIO CARLOS MAGALHAES,SN,|PARQUE BELA VISTA|53020.92
4646410956973745781|TIPO 7|CURITIBA|PR|AV MARECHAL FLORIANO PEIXOTO,306,|CENTRO|52963.21
3520317509347920178|TIPO 3|CURITIBA|PR|BR 476 ROD ETR DA RIBEIRA,144,|ATUBA|52895.26
3313914391548823950|TIPO 6|SALVADOR|BA|R RIO DE JANEIRO,SN,|PITUBA|52726.75
3814741609591034993|TIPO 2|SALVADOR|BA|AVENIDA MARIO LEAL FERREIRA,500,|BROTAS|52581.38
3545055241180237537|TIPO 6|GUARULHOS|SP|AV FLORIANOPOLIS,360,|JD SAO PAULO|52254.03
7799135897503840976|TIPO 7|GUARULHOS|SP|AV MONTEIRO LOBATO,47,|MACEDO|52129.97
7756216455387998736|TIPO 6|FORTALEZA|CE|AV WASHINGTON SOARES,3000,|ENG LUCIANO CAV|51852.02
1546087244598394715|TIPO 6|BRASILIA|DF|SEPNORTE EQ,512,513 BL A|ASA NORTE|51389.1
6713288440860302288|TIPO 6|BRASILIA|DF|QN 312 CJ 2 LTS 1 2,SN,|SAMAMBAIA|51344.32
5373097266987488422|TIPO 7|CURITIBA|PR|AV VICTOR FERREIRA DO AMARAL,2633,|TARUMA|51090.08
6680606031681676401|TIPO 6|CURITIBA|PR|R MARECHAL DEODORO,991,|CENTRO|50401.64
2094092690240262487|TIPO 6|PORTO ALEGRE|RS|R CEL FERNANDO MACHADO,860,|CENTRO|50000.0
5040064328124675267|TIPO 6|PORTO ALEGRE|RS|R DOS ANDRADAS,933,|CENTRO HISTORICO|50000.0
6027723015781497473|TIPO 6|PORTO ALEGRE|RS|R FERNANDES VIEIRA,401,|BOM FIM|50000.0
6513110475799582060|TIPO 6|PORTO ALEGRE|RS|R GAL LIMA E SILVA,606,|CIDADE BAIXA|50000.0
8758402905590970105|TIPO 6|PORTO ALEGRE|RS|AV PROTASIO ALVES,2700,LOJA 2|PETROPOLIS|50000.0
7405580612809673255|TIPO 6|PORTO ALEGRE|RS|R CABRAL, 600,|RIO BRANCO|50000.0
353925477421039047|TIPO 6|PORTO ALEGRE|RS|R ANITA GARIBALDI,536,|MONT SERRAT|50000.0
3889036289133238143|TIPO 6|PORTO ALEGRE|RS|AV CRISTOVAO COLOMBO,545,PREDIO 6|FLORESTA|50000.0
8767164446386125114|TIPO 2|PORTO ALEGRE|RS|AV MANOEL ELIAS,745,|PASSO DAS PEDRAS|50000.0
7450143599226266499|TIPO 6|GUARULHOS|SP|AVENIDA JOAO PALMA ALEMAN,715,|PARQUE CONTINENTAL 1|50000.0
1477114508364344327|TIPO 7|FORTALEZA|CE|AV FREI CIRILO,3840,|MESSEJANA|49559.11
2132563665029130257|TIPO 3|PORTO ALEGRE|RS|AV SERTORIO,6600,ANEXO A|SARANDI|49393.37
3952877287340965049|TIPO 6|GUARULHOS|SP|R AMELIA RODRIGUES,38,|JARDIM PRESIDENTE DUTRA|49326.25
8821495143466225269|TIPO 6|BRASILIA|DF|SHC S EQ,403,|ASA SUL|48848.18
5222172072543992007|TIPO 2|SALVADOR|BA|AV SANTIAGO DE COMPOSTELA,425,|PARQUE BELA VISTA|48800.51
9115879706819676603|TIPO 6|CAMPINAS|SP|AV DR ANT CARLOS C BARROS,1828,|JARDIM CONCEICAO (SOUSAS)|48775.92
6557266583144909621|TIPO 7|GUARULHOS|SP|EST PRES JK DE OLIVEIRA,53508,|JARDIM DOS PIMENTAS|48709.08
9138203735318054286|TIPO 6|PORTO ALEGRE|RS|AV JUCA BATISTA,7365,|ASUN CAVALHADA|48610.21
6442854589414577016|TIPO 6|BRASILIA|DF|Q QE 15,LOTE,A|GUARA|48600.78
5328319334180007472|TIPO 2|BRASILIA|DF|QD 800 CONJ 1 1 LOTE 1,SN,|RECANTO DAS EMAS|48594.07
5982994876066554948|TIPO 6|GOIANIA|GO|AV PERIMETRAL,2982,|SETOR COIMBRA|48507.12
7726519468507057120|TIPO 2|SALVADOR|BA|EST DA RAINHA,SN,|QUINTAS|48446.78
2688758030211598961|TIPO 6|GUARULHOS|SP|R NOSSA SRA MAE DOS HOMENS,1258,|VILA PROGRESSO|48138.85
1394022679004227810|TIPO 6|GUARULHOS|SP|AV GUARULHOS,4205,|PONTE GRANDE|47944.22
7232515299765235310|TIPO 3|BRASILIA|DF|R COPAIBA,SN,LT1 MEZ 1B LJ 2B NORTE|AGUAS CLARAS|47778.82
103858452225748570|TIPO 7|BRASILIA|DF|HCAOS EA 28 LOTE 05 SN LJ SS01,SN,|AREA OCTOGONAL|47225.8
1573919460549246011|TIPO 7|GOIANIA|GO|AV  PERIMETRAL NORTE,8303,|FAZENDA CRIMEIA CAVEIRAS|46753.52
4103476374804633087|TIPO 6|CURITIBA|PR|R DR BRASILIO FERREIRA DA LUZ,101,|JARDIM DAS AMERICAS|46635.08
2857865385822925444|TIPO 6|GUARULHOS|SP|EST PRES JUSC KUB DE OLIV,408,|PARQUE SAO MIGUEL|46454.0
6756352412283709354|TIPO 6|BRASILIA|DF|SHIS CL QI,25,LOTE G|LAGO SUL|46348.41
6407442807831587650|TIPO 2|BRASILIA|DF|QS 3 RUA 420 LOTE 2 ANEXO A,SN,|AREAL AGUAS CLARAS|46197.36
1098415470770805985|TIPO 6|GOIANIA|GO|R DO COMERCIO S N,QD02,LT01 23|CENTRO OESTE|46180.72
1559350502676060334|TIPO 6|GOIANIA|GO|AV 85,SN,QD H 24 ESQUINA COM T 10|SETOR MARISTA|46126.0
6724449952185759569|TIPO 3|SALVADOR|BA|AVENIDA MARIO LEAL FERREIRA|COSME DE FARIA|46116.13
2652669327298858174|TIPO 2|CURITIBA|PR|R JOAO BETTEGA,2576,|PORTAO|100085.06
5360203055750020606|TIPO 2|SALVADOR|BA|RUA ART MIO CASTRO VALENTE,01,|CANABRAVA|45551.88
3658493543933647150|TIPO 7|BRASILIA|DF|CL 114 LOTE D SN LJ 111 A 114,SN,|SANTA MARIA|45228.08
4197053053138644698|TIPO 6|GUARULHOS|SP|AV JOSE BRUMATTI,2374,|CIDADE SOBERANA|45000.0
8829490871255940421|TIPO 7|CAMPINAS|SP|R JACY TEIXEIRA CAMARGO 940,940,|JARDIM DO LAGO|44671.63
5125994867828052460|TIPO 6|SALVADOR|BA|AVENIDA SETE DE SETEMBRO,1839,|VITORIA|44624.21
1174004184097837700|TIPO 6|SALVADOR|BA|R WALDEMAR FALCAO,1017,|BROTAS|44569.47
7896791168979123021|TIPO 6|PORTO ALEGRE|RS|AV JOSE DE ALENCAR,998,|MENINO DEUS|44188.46
1564054152535229792|TIPO 6|GUARULHOS|SP|RUA SENA MADUREIRA,1291,|JD CUMBICA|43528.0
5351115260085170266|TIPO 6|GOIANIA|GO|AV RIO VERDE,2574,QD 12 LT 5E|SETOR DOS AFONSOS|43416.62
2731585474735971193|TIPO 6|CURITIBA|PR|AV DAS ARAUCARIAS,653,|EUCALIPTOS|43193.14
5925827227679279906|TIPO 7|CURITIBA|PR|AV NS DE LOURDES,63,|JARDIM DAS AMERICAS|43010.74
2495553595511851462|TIPO 6|SALVADOR|BA|AV IBIRAPITANGA,374,LOJA 374|PATAMARES|42667.56
8079022775120949454|TIPO 2|SALVADOR|BA|AVENIDA MARIA LUCIA,1015,|SETE DE ABRIL|42661.54
4747714092083435486|TIPO 6|GUARULHOS|SP|AV MARTINS JUNIOR,1098,|JARDIM BELA VISTA|42611.91
3499176976218880709|TIPO 9|SALVADOR|BA|R PERNAMBUCO,2089,LT 4 QD 33|PITUBA|42299.21
771459561109113859|TIPO 6|GUARULHOS|SP|AV ARMANDO BEI,430,|VL NOVA BONSUCE|42293.0
5185539299804017797|TIPO 5|GUARULHOS|SP|AV OTAVIO BRAGA DE MESQUITA,2021,|JD ELIANA|42218.0
5111495914989713277|TIPO 6|GUARULHOS|SP|R JOAO BATISTA NOGUEIRA,750,|VILA NOVA CUMBICA|42101.0
3540554756480031779|TIPO 6|PORTO ALEGRE|RS|AV PROTASIO ALVES,3814,|PETROPOLIS|42056.11
3346755834259968882|TIPO 2|SALVADOR|BA|AVENIDA OLIVEIRA,000279,|MATA ESCURA|42047.89
5300450189930506187|TIPO 6|PORTO ALEGRE|RS|AV PRAIA DE BELAS,1181,ANCORA I|PRAIA DE BELAS|41582.48
9219074411491490988|TIPO 7|BRASILIA|DF|R DAS ARAUCARIAS,SN,|SUL|41467.79
5274153853004138624|TIPO 1|FORTALEZA|CE|R DR PERGENTINO MAIA,150,|MESSEJANA|41390.0
4616765698553703667|TIPO 2|SALVADOR|BA|R JANIO QUADROS,02,|AMARALINA|41256.98
